,frame,x,y
0,1,212,129
1,1,208,136
2,1,206,143
3,1,206,152
4,1,205,161
5,1,206,171
6,1,208,181
7,1,211,189
8,1,218,193
9,1,229,194
10,1,241,192
11,1,252,188
12,1,262,182
13,1,269,173
14,1,273,162
15,1,275,151
16,1,277,140
17,1,210,119
18,1,212,117
19,1,215,117
20,1,219,118
21,1,222,121
22,1,228,122
23,1,234,119
24,1,242,120
25,1,248,122
26,1,254,126
27,1,223,130
28,1,220,134
29,1,218,137
30,1,214,141
31,1,213,150
32,1,215,152
33,1,217,153
34,1,221,153
35,1,225,153
36,1,212,129
37,1,214,127
38,1,218,128
39,1,222,130
40,1,218,130
41,1,214,130
42,1,233,133
43,1,238,131
44,1,243,132
45,1,247,134
46,1,242,135
47,1,237,134
48,1,211,166
49,1,211,161
50,1,213,159
51,1,215,160
52,1,219,160
53,1,225,164
54,1,231,170
55,1,225,171
56,1,219,172
57,1,215,172
58,1,213,171
59,1,211,169
60,1,212,165
61,1,213,164
62,1,215,164
63,1,219,165
64,1,228,169
65,1,219,167
66,1,216,166
67,1,213,166
0,2,210,129
1,2,207,135
2,2,206,143
3,2,205,151
4,2,204,161
5,2,205,171
6,2,207,182
7,2,210,191
8,2,218,195
9,2,229,196
10,2,241,193
11,2,252,189
12,2,261,182
13,2,268,173
14,2,272,163
15,2,275,152
16,2,277,141
17,2,208,115
18,2,210,113
19,2,213,114
20,2,217,116
21,2,220,119
22,2,230,121
23,2,236,119
24,2,243,119
25,2,250,121
26,2,256,125
27,2,223,128
28,2,221,133
29,2,218,138
30,2,214,143
31,2,213,150
32,2,214,152
33,2,217,153
34,2,221,153
35,2,225,153
36,2,211,126
37,2,212,123
38,2,216,124
39,2,220,128
40,2,216,128
41,2,212,128
42,2,234,131
43,2,238,128
44,2,244,129
45,2,248,133
46,2,243,134
47,2,238,133
48,2,211,166
49,2,211,161
50,2,213,160
51,2,215,161
52,2,219,161
53,2,225,164
54,2,232,170
55,2,225,172
56,2,219,172
57,2,216,172
58,2,213,171
59,2,211,169
60,2,212,166
61,2,213,165
62,2,215,165
63,2,219,166
64,2,229,170
65,2,219,167
66,2,216,167
67,2,214,166
0,3,207,133
1,3,205,139
2,3,205,147
3,3,205,155
4,3,207,164
5,3,209,173
6,3,212,183
7,3,216,192
8,3,224,196
9,3,234,195
10,3,245,192
11,3,255,186
12,3,264,179
13,3,270,170
14,3,274,158
15,3,275,146
16,3,276,134
17,3,205,118
18,3,206,117
19,3,209,118
20,3,212,119
21,3,215,122
22,3,225,123
23,3,231,121
24,3,239,119
25,3,246,121
26,3,252,125
27,3,219,129
28,3,217,134
29,3,215,139
30,3,213,144
31,3,212,151
32,3,214,153
33,3,216,154
34,3,220,153
35,3,225,152
36,3,207,129
37,3,209,126
38,3,212,126
39,3,216,129
40,3,212,130
41,3,209,130
42,3,232,131
43,3,235,128
44,3,240,129
45,3,245,131
46,3,240,132
47,3,235,132
48,3,212,168
49,3,212,163
50,3,214,161
51,3,217,162
52,3,220,161
53,3,226,165
54,3,233,170
55,3,226,173
56,3,221,174
57,3,218,174
58,3,215,173
59,3,213,171
60,3,214,168
61,3,215,166
62,3,217,166
63,3,220,166
64,3,231,169
65,3,220,169
66,3,217,168
67,3,215,167
0,4,211,129
1,4,208,136
2,4,207,144
3,4,206,153
4,4,205,163
5,4,205,173
6,4,207,183
7,4,210,192
8,4,218,197
9,4,230,197
10,4,242,194
11,4,254,189
12,4,264,182
13,4,271,173
14,4,275,162
15,4,277,151
16,4,280,140
17,4,211,116
18,4,213,114
19,4,216,114
20,4,219,116
21,4,222,120
22,4,230,122
23,4,236,121
24,4,244,121
25,4,250,124
26,4,256,128
27,4,224,128
28,4,221,133
29,4,218,138
30,4,215,143
31,4,213,150
32,4,215,152
33,4,217,153
34,4,221,153
35,4,225,152
36,4,213,125
37,4,214,123
38,4,218,124
39,4,221,127
40,4,217,127
41,4,214,127
42,4,235,131
43,4,239,128
44,4,243,130
45,4,247,133
46,4,243,133
47,4,238,132
48,4,212,167
49,4,212,163
50,4,214,162
51,4,217,163
52,4,220,162
53,4,226,165
54,4,232,171
55,4,225,172
56,4,220,173
57,4,217,173
58,4,215,172
59,4,212,170
60,4,213,167
61,4,214,166
62,4,216,166
63,4,220,167
64,4,229,170
65,4,220,168
66,4,217,167
67,4,215,167
0,5,210,134
1,5,207,140
2,5,206,148
3,5,206,156
4,5,207,166
5,5,208,175
6,5,211,184
7,5,215,191
8,5,223,195
9,5,234,195
10,5,245,193
11,5,255,189
12,5,264,181
13,5,270,172
14,5,273,161
15,5,274,149
16,5,275,138
17,5,204,122
18,5,205,119
19,5,208,119
20,5,211,119
21,5,214,121
22,5,225,123
23,5,231,120
24,5,239,120
25,5,246,123
26,5,252,127
27,5,218,129
28,5,216,133
29,5,214,137
30,5,212,141
31,5,210,150
32,5,212,152
33,5,216,153
34,5,220,152
35,5,225,151
36,5,207,130
37,5,209,128
38,5,213,128
39,5,216,130
40,5,213,131
41,5,209,131
42,5,230,132
43,5,235,130
44,5,240,131
45,5,245,133
46,5,240,134
47,5,235,134
48,5,212,167
49,5,211,162
50,5,213,160
51,5,216,161
52,5,220,160
53,5,226,163
54,5,233,169
55,5,226,171
56,5,221,172
57,5,217,172
58,5,215,172
59,5,213,170
60,5,213,167
61,5,214,165
62,5,217,164
63,5,220,165
