,frame,x,y
0,1,134,173
1,1,134,185
2,1,135,198
3,1,139,211
4,1,145,220
5,1,154,229
6,1,164,235
7,1,175,241
8,1,187,243
9,1,196,240
10,1,203,233
11,1,209,225
12,1,214,215
13,1,217,205
14,1,219,194
15,1,219,182
16,1,218,172
17,1,154,153
18,1,161,147
19,1,168,144
20,1,177,144
21,1,184,147
22,1,195,148
23,1,201,145
24,1,208,147
25,1,212,151
26,1,214,157
27,1,191,162
28,1,192,167
29,1,194,173
30,1,196,179
31,1,184,189
32,1,189,191
33,1,193,192
34,1,196,192
35,1,198,191
36,1,163,163
37,1,169,159
38,1,174,159
39,1,178,164
40,1,174,165
41,1,169,165
42,1,196,166
43,1,200,163
44,1,205,163
45,1,208,168
46,1,205,169
47,1,200,169
48,1,175,209
49,1,182,203
50,1,189,201
51,1,191,202
52,1,195,202
53,1,198,206
54,1,198,214
55,1,196,216
56,1,192,217
57,1,189,217
58,1,185,216
59,1,180,213
60,1,178,208
61,1,188,206
62,1,191,206
63,1,194,207
64,1,196,212
65,1,193,212
66,1,189,212
67,1,186,210
0,2,134,174
1,2,134,186
2,2,135,200
3,2,138,212
4,2,145,222
5,2,154,232
6,2,165,239
7,2,176,245
8,2,187,247
9,2,197,244
10,2,204,237
11,2,210,228
12,2,215,217
13,2,217,207
14,2,219,195
15,2,219,184
16,2,218,174
17,2,155,154
18,2,161,149
19,2,169,145
20,2,177,145
21,2,183,148
22,2,194,150
23,2,201,147
24,2,207,148
25,2,211,152
26,2,214,159
27,2,190,163
28,2,191,169
29,2,193,174
30,2,195,180
31,2,184,191
32,2,188,192
33,2,191,193
34,2,194,192
35,2,197,192
36,2,163,163
37,2,168,159
38,2,174,159
39,2,177,165
40,2,174,166
41,2,168,166
42,2,196,168
43,2,200,163
44,2,205,164
45,2,208,169
46,2,205,171
47,2,200,170
48,2,174,210
49,2,181,204
50,2,188,202
51,2,191,203
52,2,195,203
53,2,199,207
54,2,200,214
55,2,197,219
56,2,193,220
57,2,189,220
58,2,185,219
59,2,179,216
60,2,177,210
61,2,187,207
62,2,191,207
63,2,194,208
64,2,198,213
65,2,193,215
66,2,190,215
67,2,186,214
0,3,134,173
1,3,134,186
2,3,135,199
3,3,138,212
4,3,145,222
5,3,154,231
