,frame,x,y
0,1,144,123
1,1,142,135
2,1,142,147
3,1,143,160
4,1,144,173
5,1,146,185
6,1,150,197
7,1,157,204
8,1,167,207
9,1,179,207
10,1,191,202
11,1,203,194
12,1,215,185
13,1,223,173
14,1,227,159
15,1,229,144
16,1,230,129
17,1,147,104
18,1,150,97
19,1,156,94
20,1,163,95
21,1,169,99
22,1,180,100
23,1,187,96
24,1,196,96
25,1,204,99
26,1,209,107
27,1,172,113
28,1,171,121
29,1,169,129
30,1,167,137
31,1,162,146
32,1,165,148
33,1,168,149
34,1,173,148
35,1,178,147
36,1,153,116
37,1,157,114
38,1,161,114
39,1,165,116
40,1,160,117
41,1,156,117
42,1,186,117
43,1,191,115
44,1,195,116
45,1,199,119
46,1,195,119
47,1,190,118
48,1,157,173
49,1,159,164
50,1,164,161
51,1,167,162
52,1,171,161
53,1,177,165
54,1,182,174
55,1,176,179
56,1,171,181
57,1,166,182
58,1,162,181
59,1,158,178
60,1,160,172
61,1,163,167
62,1,167,167
63,1,171,167
64,1,179,173
65,1,171,173
66,1,167,174
67,1,163,173
0,2,143,122
1,2,141,134
2,2,141,147
3,2,142,159
4,2,144,172
5,2,146,184
6,2,151,196
7,2,157,204
8,2,167,208
9,2,180,208
10,2,193,203
11,2,206,196
12,2,218,187
13,2,227,175
14,2,231,161
15,2,233,145
16,2,234,129
17,2,147,101
18,2,150,95
19,2,157,92
20,2,164,93
21,2,170,97
22,2,180,99
23,2,188,95
24,2,197,94
25,2,206,98
26,2,212,106
27,2,173,111
28,2,171,119
29,2,169,127
30,2,167,136
31,2,163,145
32,2,165,147
33,2,169,148
34,2,174,147
35,2,179,146
36,2,154,114
37,2,157,111
38,2,161,110
39,2,165,114
40,2,161,115
41,2,156,115
42,2,188,115
43,2,192,112
44,2,197,113
45,2,202,116
46,2,197,117
47,2,192,116
48,2,158,172
49,2,160,164
50,2,165,160
51,2,168,162
52,2,172,161
53,2,178,165
54,2,183,174
55,2,178,179
56,2,172,181
57,2,168,182
58,2,164,181
59,2,159,179
60,2,160,171
61,2,165,167
62,2,168,167
63,2,172,167
64,2,180,173
65,2,172,173
66,2,168,173
67,2,165,173
0,3,144,123
1,3,142,135
2,3,142,148
3,3,143,160
4,3,145,173
5,3,147,186
6,3,151,198
7,3,158,206
8,3,169,210
9,3,181,210
10,3,195,205
11,3,207,198
12,3,219,188
13,3,228,176
14,3,233,161
15,3,235,145
16,3,236,129
17,3,147,104
18,3,150,97
19,3,156,94
20,3,163,94
21,3,169,99
22,3,180,100
23,3,188,96
24,3,197,95
25,3,206,99
26,3,212,107
27,3,173,113
28,3,171,121
29,3,169,130
30,3,167,139
31,3,163,147
32,3,165,149
33,3,169,150
34,3,174,149
35,3,179,148
36,3,153,115
37,3,156,112
38,3,161,112
39,3,165,116
40,3,160,117
41,3,156,117
42,3,188,116
43,3,192,114
44,3,197,114
45,3,202,117
46,3,197,118
47,3,192,118
48,3,159,174
49,3,160,167
50,3,165,163
51,3,169,164
52,3,172,163
53,3,178,167
54,3,184,175
55,3,178,181
56,3,172,183
57,3,168,184
58,3,164,183
59,3,160,181
60,3,161,173
61,3,165,169
62,3,168,169
63,3,172,169
64,3,181,175
65,3,172,175
66,3,168,176
67,3,165,175
0,4,145,121
1,4,143,133
2,4,144,146
3,4,145,158
4,4,146,171
5,4,148,184
6,4,153,196
7,4,160,204
8,4,170,208
9,4,183,207
10,4,196,202
11,4,208,195
12,4,219,185
13,4,227,172
14,4,231,157
15,4,233,141
16,4,234,125
17,4,148,102
18,4,151,95
19,4,157,93
20,4,164,93
21,4,171,97
22,4,183,98
23,4,190,95
24,4,199,94
25,4,207,97
26,4,213,105
27,4,174,111
28,4,173,119
29,4,171,127
30,4,170,136
31,4,164,144
32,4,167,146
33,4,171,148
34,4,176,147
35,4,181,145
36,4,155,113
37,4,158,110
38,4,163,110
39,4,167,113
40,4,162,114
41,4,158,114
42,4,189,114
43,4,193,111
44,4,198,112
45,4,203,115
46,4,198,116
47,4,193,115
48,4,160,171
49,4,162,164
50,4,167,161
51,4,170,162
52,4,174,161
53,4,180,165
54,4,185,173
55,4,180,178
56,4,174,180
57,4,170,181
58,4,166,180
59,4,161,177
60,4,163,171
61,4,167,166
62,4,170,167
63,4,174,167
64,4,182,172
65,4,174,173
66,4,170,173
67,4,166,172
0,5,145,120
1,5,144,132
2,5,143,145
3,5,144,157
4,5,145,170
5,5,147,183
6,5,151,195
7,5,159,202
8,5,169,206
9,5,182,205
10,5,196,200
11,5,209,193
12,5,220,184
13,5,229,171
14,5,233,157
15,5,234,141
16,5,235,126
17,5,148,101
18,5,151,95
19,5,158,92
20,5,165,93
21,5,171,97
22,5,182,98
23,5,190,94
24,5,199,93
25,5,208,97
26,5,213,104
27,5,175,111
28,5,173,118
29,5,171,126
30,5,170,134
31,5,164,143
32,5,167,145
33,5,171,146
34,5,176,145
35,5,181,144
36,5,155,113
37,5,158,109
38,5,163,109
39,5,167,113
40,5,162,114
41,5,158,114
42,5,189,114
43,5,193,111
44,5,199,111
45,5,203,115
46,5,198,116
47,5,193,115
48,5,159,169
49,5,161,162
50,5,167,159
51,5,170,160
52,5,174,159
53,5,180,163
54,5,185,171
55,5,179,176
56,5,173,179
57,5,169,179
58,5,165,178
59,5,161,176
60,5,162,169
61,5,166,165
62,5,170,165
63,5,173,165
64,5,182,170
65,5,173,171
66,5,170,171
67,5,166,171
0,6,144,121
1,6,142,133
2,6,142,146
3,6,143,158
4,6,144,170
5,6,146,183
6,6,150,194
7,6,157,202
8,6,168,206
9,6,180,205
10,6,193,201
11,6,206,194
12,6,217,185
13,6,226,174
14,6,230,159
15,6,233,144
16,6,234,129
17,6,148,100
18,6,151,94
19,6,157,91
20,6,165,92
21,6,170,96
22,6,180,97
23,6,188,93
24,6,198,93
25,6,206,97
26,6,212,105
27,6,173,109
28,6,172,117
29,6,170,125
30,6,168,134
31,6,163,143
32,6,166,144
33,6,170,145
34,6,174,145
35,6,179,144
36,6,154,112
37,6,157,108
38,6,162,108
39,6,166,112
40,6,161,113
41,6,157,113
42,6,188,113
43,6,192,110
44,6,197,111
45,6,202,115
46,6,197,116
47,6,192,115
48,6,158,169
49,6,160,162
50,6,165,158
51,6,168,159
52,6,172,158
53,6,178,162
54,6,183,171
55,6,177,175
56,6,172,177
57,6,168,178
58,6,164,178
59,6,160,175
60,6,160,168
61,6,165,164
62,6,168,164
63,6,172,164
64,6,180,170
65,6,172,170
66,6,168,170
67,6,165,170
0,7,142,117
1,7,139,129
2,7,139,142
3,7,140,154
4,7,142,167
5,7,144,181
6,7,148,193
7,7,156,202
8,7,166,206
9,7,179,205
10,7,192,200
11,7,205,192
12,7,217,183
13,7,226,171
14,7,231,156
15,7,233,141
16,7,234,125
17,7,147,98
18,7,150,92
19,7,156,90
20,7,163,91
21,7,169,96
22,7,179,96
23,7,187,92
24,7,195,91
25,7,204,93
26,7,210,100
27,7,173,108
28,7,171,117
29,7,169,125
30,7,167,134
31,7,162,143
32,7,165,145
33,7,169,146
34,7,174,145
35,7,178,143
36,7,153,112
37,7,156,109
38,7,161,109
39,7,164,112
40,7,160,113
41,7,156,113
42,7,187,112
43,7,191,109
44,7,196,110
45,7,200,113
46,7,195,114
47,7,190,113
48,7,157,170
49,7,159,162
50,7,164,158
51,7,167,159
52,7,171,158
53,7,177,162
54,7,181,170
55,7,176,174
56,7,171,177
57,7,167,178
58,7,163,178
59,7,159,175
60,7,159,169
61,7,164,165
62,7,167,165
63,7,171,164
64,7,178,169
65,7,171,169
66,7,167,169
67,7,164,169
0,8,142,123
1,8,140,135
2,8,140,148
3,8,141,160
4,8,142,174
5,8,144,187
6,8,148,199
7,8,155,207
8,8,166,210
9,8,178,209
10,8,191,204
11,8,203,197
12,8,215,187
13,8,223,175
14,8,228,161
15,8,230,146
16,8,232,131
17,8,145,104
18,8,147,97
19,8,154,94
20,8,161,95
21,8,167,99
22,8,176,100
23,8,184,95
24,8,194,95
25,8,203,98
26,8,208,107
27,8,170,112
28,8,168,121
29,8,167,129
30,8,165,138
31,8,160,147
32,8,163,149
33,8,167,150
34,8,171,149
35,8,176,148
36,8,151,115
37,8,154,112
38,8,158,112
39,8,163,116
40,8,158,116
41,8,153,116
42,8,184,116
43,8,189,112
44,8,194,113
45,8,198,117
46,8,193,118
47,8,188,117
48,8,156,174
49,8,157,166
50,8,162,162
51,8,165,164
52,8,170,163
53,8,175,166
54,8,180,175
