,frame,x,y
0,1,236,171
1,1,233,179
2,1,233,189
3,1,234,199
4,1,235,209
5,1,237,220
6,1,241,228
7,1,247,233
8,1,256,234
9,1,268,232
10,1,281,230
11,1,292,226
12,1,301,220
13,1,307,211
14,1,312,200
15,1,315,188
16,1,316,175
17,1,238,149
18,1,239,143
19,1,243,137
20,1,248,135
21,1,253,137
22,1,264,134
23,1,272,131
24,1,281,132
25,1,289,137
26,1,294,145
27,1,256,151
28,1,255,155
29,1,253,158
30,1,251,162
31,1,248,177
32,1,251,177
33,1,254,177
34,1,257,176
35,1,261,176
36,1,243,160
37,1,245,155
38,1,249,154
39,1,252,157
40,1,249,158
41,1,245,159
42,1,270,154
43,1,274,150
44,1,278,151
45,1,283,155
46,1,278,155
47,1,274,155
48,1,246,204
49,1,246,195
50,1,249,190
51,1,251,190
52,1,254,189
53,1,260,192
54,1,266,200
55,1,260,200
56,1,256,200
57,1,253,201
58,1,250,202
59,1,247,204
60,1,249,202
61,1,249,195
62,1,252,194
63,1,255,194
64,1,264,199
65,1,255,196
66,1,252,196
67,1,250,197
0,2,235,169
1,2,233,178
2,2,232,188
3,2,233,198
4,2,235,209
5,2,237,219
6,2,241,226
7,2,248,231
8,2,256,232
9,2,267,230
10,2,280,229
11,2,291,225
12,2,300,219
13,2,307,211
14,2,312,200
15,2,314,187
16,2,315,174
17,2,239,149
18,2,239,142
19,2,243,137
20,2,249,135
21,2,254,137
22,2,264,135
23,2,272,131
24,2,281,131
25,2,289,136
26,2,293,144
27,2,257,150
28,2,255,154
29,2,254,157
30,2,252,161
31,2,249,176
32,2,251,176
33,2,254,176
34,2,258,176
35,2,262,174
36,2,243,159
37,2,245,155
38,2,248,154
39,2,252,156
40,2,249,157
41,2,245,158
42,2,271,153
43,2,275,150
44,2,279,150
45,2,284,154
46,2,279,154
47,2,274,154
48,2,245,202
49,2,246,194
50,2,249,189
51,2,252,189
52,2,255,188
53,2,260,191
54,2,267,199
55,2,261,198
56,2,256,198
57,2,253,199
58,2,250,200
59,2,247,202
60,2,247,200
61,2,249,194
